5.186423339843750000e+02,1.564247283935546875e+02,5.210679321289062500e+02,1.461495666503906250e+02,5.105401306152343750e+02,1.467846679687500000e+02,5.149450683593750000e+02,1.445200500488281250e+02,4.833319702148437500e+02,1.444482116699218750e+02,5.113881530761718750e+02,1.833716125488281250e+02,4.632698364257812500e+02,1.934156188964843750e+02,5.508104858398437500e+02,2.345941772460937500e+02,5.154170532226562500e+02,2.697855224609375000e+02,5.956232299804687500e+02,2.695041503906250000e+02,5.859816894531250000e+02,2.877580261230468750e+02,4.695556335449218750e+02,3.299317626953125000e+02,4.354770507812500000e+02,3.329257812500000000e+02,4.650285034179687500e+02,4.484542846679687500e+02,4.377864685058593750e+02,4.592641601562500000e+02,4.085596923828125000e+02,5.615729370117187500e+02,3.943465881347656250e+02,5.705013427734375000e+02
5.341683349609375000e+02,1.546120605468750000e+02,5.387879638671875000e+02,1.430117492675781250e+02,5.234927978515625000e+02,1.445528411865234375e+02,5.399478149414062500e+02,1.377477111816406250e+02,4.964072875976562500e+02,1.406787261962890625e+02,5.401072387695312500e+02,1.724448699951171875e+02,4.762700805664062500e+02,1.907611999511718750e+02,5.792888793945312500e+02,2.183271789550781250e+02,5.171422119140625000e+02,2.696238098144531250e+02,6.302120361328125000e+02,2.598475646972656250e+02,5.978259277343750000e+02,2.773199462890625000e+02,4.982608642578125000e+02,3.147861328125000000e+02,4.564023132324218750e+02,3.212355957031250000e+02,4.752388000488281250e+02,4.316100769042968750e+02,4.500541381835937500e+02,4.488179321289062500e+02,4.058990478515625000e+02,5.388389282226562500e+02,4.038138427734375000e+02,5.516611328125000000e+02
5.503030395507812500e+02,1.475811309814453125e+02,5.550216064453125000e+02,1.366442871093750000e+02,5.396833496093750000e+02,1.373368072509765625e+02,5.568823852539062500e+02,1.342754364013671875e+02,5.128115844726562500e+02,1.352727966308593750e+02,5.633330078125000000e+02,1.702156677246093750e+02,4.950050964355468750e+02,1.842232208251953125e+02,6.120883178710937500e+02,2.091719055175781250e+02,5.152754516601562500e+02,2.605312500000000000e+02,6.285215454101562500e+02,2.307462768554687500e+02,5.801955566406250000e+02,2.616261901855468750e+02,5.077522888183593750e+02,3.121296386718750000e+02,4.628802490234375000e+02,3.145288085937500000e+02,4.839012756347656250e+02,4.274021911621093750e+02,4.570278015136718750e+02,4.367940673828125000e+02,4.091058044433593750e+02,5.390192871093750000e+02,3.998168640136718750e+02,5.439906005859375000e+02
5.703593139648437500e+02,1.462840576171875000e+02,5.751840209960937500e+02,1.345926818847656250e+02,5.580153808593750000e+02,1.374508361816406250e+02,5.772910766601562500e+02,1.316433105468750000e+02,5.345186157226562500e+02,1.384073486328125000e+02,5.852154541015625000e+02,1.790851593017578125e+02,5.128800659179687500e+02,1.850188751220703125e+02,5.986013793945312500e+02,2.264440002441406250e+02,5.124198608398437500e+02,2.372645874023437500e+02,5.987371826171875000e+02,2.220931243896484375e+02,5.565048828125000000e+02,2.293133544921875000e+02,5.331040649414062500e+02,3.224425354003906250e+02,4.889931945800781250e+02,3.217938842773437500e+02,4.792800292968750000e+02,4.365677490234375000e+02,4.655534973144531250e+02,4.428093261718750000e+02,3.926130981445312500e+02,5.207212524414062500e+02,4.150683288574218750e+02,5.350575561523437500e+02
5.724856567382812500e+02,1.561121520996093750e+02,5.791688842773437500e+02,1.464990234375000000e+02,5.636867065429687500e+02,1.468125610351562500e+02,5.907834472656250000e+02,1.420767211914062500e+02,5.524474487304687500e+02,1.438114013671875000e+02,6.049832763671875000e+02,1.806823120117187500e+02,5.339159545898437500e+02,1.813535308837890625e+02,6.052592773437500000e+02,2.129431152343750000e+02,5.219660644531250000e+02,2.171121826171875000e+02,5.884316406250000000e+02,1.860816955566406250e+02,5.542042846679687500e+02,1.943170776367187500e+02,5.475986938476562500e+02,3.257269287109375000e+02,5.025888977050781250e+02,3.206390991210937500e+02,4.823624572753906250e+02,4.446150207519531250e+02,4.628580322265625000e+02,4.437379760742187500e+02,3.942501220703125000e+02,5.285229492187500000e+02,4.085654907226562500e+02,5.330133666992187500e+02
5.971684570312500000e+02,1.474220886230468750e+02,6.049985351562500000e+02,1.398793334960937500e+02,5.886309204101562500e+02,1.394798583984375000e+02,6.119174804687500000e+02,1.463982391357421875e+02,5.737944335937500000e+02,1.474746704101562500e+02,6.227222900390625000e+02,1.914386749267578125e+02,5.432371215820312500e+02,1.951397705078125000e+02,6.192284545898437500e+02,2.023709564208984375e+02,5.011884155273437500e+02,2.064139862060546875e+02,5.663351440429687500e+02,1.564423370361328125e+02,5.318242187500000000e+02,1.538609924316406250e+02,5.568482666015625000e+02,3.394491577148437500e+02,5.088880004882812500e+02,3.347665100097656250e+02,4.811887817382812500e+02,4.477951660156250000e+02,4.774082641601562500e+02,4.451130371093750000e+02,3.800600585937500000e+02,5.262297973632812500e+02,4.209174499511718750e+02,5.219755249023437500e+02
6.154280395507812500e+02,1.678326110839843750e+02,6.243510742187500000e+02,1.600258789062500000e+02,6.068955078125000000e+02,1.583192749023437500e+02,6.348584594726562500e+02,1.625939025878906250e+02,5.908239746093750000e+02,1.600898437500000000e+02,6.412245483398437500e+02,2.036557006835937500e+02,5.607334594726562500e+02,1.992023925781250000e+02,6.026940307617187500e+02,1.962764587402343750e+02,5.088738098144531250e+02,2.046707458496093750e+02,5.563111572265625000e+02,1.139493408203125000e+02,5.302531738281250000e+02,1.549957275390625000e+02,5.812108154296875000e+02,3.582482910156250000e+02,5.290678100585937500e+02,3.496344604492187500e+02,5.028528442382812500e+02,4.658034057617187500e+02,4.769449768066406250e+02,4.578783264160156250e+02,4.099573974609375000e+02,5.389820556640625000e+02,4.220920410156250000e+02,5.395783691406250000e+02
6.289836425781250000e+02,1.799950866699218750e+02,6.369169921875000000e+02,1.722146911621093750e+02,6.200958251953125000e+02,1.706892395019531250e+02,6.429509887695312500e+02,1.759852600097656250e+02,6.022144165039062500e+02,1.740887145996093750e+02,6.486854858398437500e+02,2.181710052490234375e+02,5.693930664062500000e+02,2.096143035888671875e+02,6.248292236328125000e+02,2.199407043457031250e+02,5.022202148437500000e+02,2.052567596435546875e+02,5.791715087890625000e+02,1.333501281738281250e+02,5.210452880859375000e+02,1.463828735351562500e+02,5.922613525390625000e+02,3.546997070312500000e+02,5.422283325195312500e+02,3.467603759765625000e+02,5.140401000976562500e+02,4.630935363769531250e+02,4.984206848144531250e+02,4.554766235351562500e+02,4.276246337890625000e+02,5.513461303710937500e+02,4.473442993164062500e+02,5.521126708984375000e+02
6.390076293945312500e+02,1.873375396728515625e+02,6.466267089843750000e+02,1.805640563964843750e+02,6.316035766601562500e+02,1.773947448730468750e+02,6.512334594726562500e+02,1.840573120117187500e+02,6.136046142578125000e+02,1.779542083740234375e+02,6.543046875000000000e+02,2.238132629394531250e+02,5.788318481445312500e+02,2.113841094970703125e+02,6.362194824218750000e+02,2.293554992675781250e+02,5.089692077636718750e+02,2.060064849853515625e+02,5.823122558593750000e+02,1.504044036865234375e+02,5.251359863281250000e+02,1.455947875976562500e+02,6.001699218750000000e+02,3.615840454101562500e+02,5.514593505859375000e+02,3.524899902343750000e+02,5.283757324218750000e+02,4.716130981445312500e+02,5.112314147949218750e+02,4.607246093750000000e+02,4.422451171875000000e+02,5.555510253906250000e+02,4.519861450195312500e+02,5.467497558593750000e+02
6.511759033203125000e+02,1.906527709960937500e+02,6.590847167968750000e+02,1.839102478027343750e+02,6.434369506835937500e+02,1.807877807617187500e+02,6.623211669921875000e+02,1.882377166748046875e+02,6.202926025390625000e+02,1.816986083984375000e+02,6.612033081054687500e+02,2.305626220703125000e+02,5.807164306640625000e+02,2.216189575195312500e+02,6.410465087890625000e+02,2.281500244140625000e+02,5.076948242187500000e+02,2.089579010009765625e+02,5.902888183593750000e+02,1.661148681640625000e+02,5.326162719726562500e+02,1.492949829101562500e+02,6.102961425781250000e+02,3.735593872070312500e+02,5.591458129882812500e+02,3.661249694824218750e+02,5.450601806640625000e+02,4.892743530273437500e+02,5.259164428710937500e+02,4.808703613281250000e+02,4.617673339843750000e+02,5.576527099609375000e+02,4.672401428222656250e+02,5.480751953125000000e+02
